prov,head_popgrp,hsg_maind,hsg_rm_tot,hsg_rent,onemed_hh,ad60plusyr_hh,lab_salary_hh,soc_grant_hh,metro_code,
4,1,1,6,88,0,0,0,1,7,
4,1,1,9,88,0,0,6958,0,7,
4,1,1,8,88,1,2,0,3,7,
4,1,1,5,88,2,0,15000,0,7,
4,1,1,5,1,0,0,0,0,7,
4,1,1,7,88,0,1,0,2,7,
4,1,1,5,88,0,0,2008,3,7,
4,1,1,7,88,0,1,5257,4,7,
4,1,1,3,88,0,0,0,4,7,
4,1,7,2,88,0,0,6857,1,7,
4,1,1,4,88,0,1,0,3,7,
4,1,1,3,88,0,0,5257,2,7,
4,1,1,6,88,0,0,9475,0,7,
4,1,1,6,88,4,0,13352,0,7,
4,1,1,7,88,1,0,22832,2,7,
4,4,1,6,88,0,1,2008,1,7,
4,4,1,11,88,2,0,15000,0,7,
4,4,1,8,88,2,0,0,0,7,
4,4,1,9,88,4,0,199623,0,7,
4,1,9,2,88,0,1,0,1,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,7,88,0,1,6000,3,7,
4,1,1,8,88,0,0,6958,0,7,
4,1,1,5,88,0,1,0,4,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,4,88,0,0,16500,1,7,
4,1,1,5,88,0,0,0,0,7,
4,1,1,2,88,0,1,0,1,7,
4,1,9,2,88,0,0,500,0,7,
4,1,1,7,88,0,0,0,0,7,
4,1,8,2,1,0,0,3500,2,7,
4,1,1,4,2,0,0,0,1,7,
4,1,1,5,88,0,2,5257,4,7,
4,1,9,2,88,0,1,1700,1,7,
4,1,1,7,88,0,1,2000,3,7,
4,1,1,6,88,0,0,3000,2,7,
4,1,1,6,88,0,0,0,2,7,
4,1,1,6,88,0,1,0,2,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,7,88,0,0,9475,0,7,
4,1,1,5,88,0,0,6958,0,7,
4,1,1,5,88,0,1,0,4,7,
4,1,1,5,88,0,0,0,1,7,
4,1,12,1,88,0,1,0,2,7,
4,1,1,5,88,0,0,9999999,0,7,
4,1,1,3,88,0,0,25000,0,7,
4,1,1,6,88,0,1,0,1,7,
4,1,1,6,88,0,0,0,1,7,
4,1,1,5,88,0,2,0,2,7,
4,1,1,4,3,0,0,5257,3,7,
4,1,1,5,88,0,1,0,1,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,6,88,0,0,0,0,7,
4,1,10,1,2,0,0,2000,0,7,
4,1,1,2,88,0,0,6000,0,7,
4,1,7,1,2,0,0,13352,0,7,
4,1,1,8,4,2,0,0,4,7,
4,1,1,8,3,2,0,16500,0,7,
4,1,10,2,2,0,0,736,0,7,
4,1,1,3,3,0,0,0,2,7,
4,1,1,8,88,3,0,34935,0,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,8,6,0,0,66854,0,7,
4,4,1,6,88,4,0,13352,0,7,
4,1,1,4,88,0,0,25000,0,7,
4,4,1,7,88,0,1,7000,0,7,
4,4,1,6,88,0,1,0,1,7,
4,1,1,4,88,0,0,0,5,7,
4,1,1,4,88,0,0,7929,0,7,
4,1,1,9,88,0,1,4200,3,7,
4,1,1,2,88,0,0,2500,0,7,
4,1,1,7,88,0,1,0,0,7,
4,1,1,5,88,0,1,736,1,7,
4,1,1,4,3,0,0,9999999,0,7,
4,1,1,6,88,0,2,0,4,7,
4,1,1,4,88,0,1,0,2,7,
4,2,1,5,88,0,1,2000,0,7,
4,1,1,7,88,0,0,6000,0,7,
4,1,1,9,5,0,0,33427,0,7,
4,4,1,8,88,0,1,0,0,7,
4,1,1,8,5,0,0,33427,0,7,
4,4,1,7,88,0,0,22827,0,7,
4,4,1,6,88,5,0,18950,1,7,
4,1,1,8,88,4,0,21583,0,7,
4,4,1,6,88,3,0,43166,1,7,
4,4,1,7,88,2,1,26704,0,7,
4,4,1,8,88,5,0,33427,0,7,
4,4,1,6,88,2,0,0,0,7,
4,4,1,7,88,0,2,0,2,7,
4,1,1,11,88,5,0,88574,0,7,
4,1,1,6,88,5,0,93831,0,7,
4,4,1,7,88,2,0,55010,0,7,
4,4,1,8,88,0,1,0,2,7,
4,4,1,6,88,0,2,0,2,7,
4,4,1,10,88,4,0,76593,0,7,
4,1,1,8,88,4,0,29785,0,7,
4,1,1,8,88,2,0,55010,0,7,
4,4,1,5,88,1,0,22827,0,7,
4,4,1,7,88,1,1,0,1,7,
4,1,1,7,88,1,2,0,2,7,
4,1,1,9,88,0,1,0,3,7,
4,1,1,5,88,0,0,3800,2,7,
4,1,1,6,88,0,0,3500,1,7,
4,1,1,7,88,0,0,9186,0,7,
4,1,1,4,88,0,1,8254,4,7,
4,1,1,6,88,1,0,9475,1,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,5,88,0,0,1249,2,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,5,88,0,0,1800,1,7,
4,1,1,7,88,4,0,13352,0,7,
4,1,1,5,88,0,0,5257,0,7,
4,1,1,5,88,0,0,9475,0,7,
4,1,1,5,88,0,0,3929,0,7,
4,1,1,4,88,0,1,0,2,7,
4,1,1,5,88,0,1,0,2,7,
4,1,8,3,88,0,1,5257,1,7,
4,1,1,4,88,0,1,0,4,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,5,88,0,2,0,2,7,
4,1,1,5,88,0,0,5005,2,7,
4,1,1,7,88,1,0,2997,0,7,
4,1,1,3,88,0,1,0,1,7,
4,1,1,5,88,0,1,2008,2,7,
4,1,10,1,1,0,0,0,0,7,
4,1,1,6,88,0,1,0,1,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,5,88,0,1,0,4,7,
4,1,1,2,88,0,0,1500,5,7,
4,1,1,4,88,2,0,13000,0,7,
4,1,1,7,88,0,0,4800,2,7,
4,1,1,5,88,0,1,8200,3,7,
4,1,7,2,88,0,0,6958,1,7,
4,1,1,4,88,0,0,5000,9,7,
4,1,1,4,88,0,0,13352,0,7,
4,1,6,1,2,0,0,0,0,7,
4,1,8,1,1,0,0,0,0,7,
4,1,7,1,88,0,0,2008,0,7,
4,1,1,8,88,0,0,0,2,7,
4,1,1,8,88,0,2,0,1,7,
4,1,1,3,88,0,0,6500,1,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,8,88,0,1,0,3,7,
4,1,1,4,88,0,0,31058,0,7,
4,1,1,7,88,1,1,0,0,7,
4,1,1,4,88,4,0,0,0,7,
4,1,1,5,88,0,0,14500,1,7,
4,1,8,1,1,0,0,0,0,7,
4,1,1,7,88,0,1,0,2,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,4,88,0,1,13352,1,7,
4,1,7,1,2,0,0,1400,1,7,
4,1,1,5,88,0,0,0,1,7,
4,4,1,6,88,0,1,0,1,7,
4,1,1,12,88,6,0,43166,0,7,
4,4,1,8,88,0,0,5000,0,7,
4,4,1,5,4,0,0,5257,0,7,
4,1,10,2,3,1,0,16000,0,7,
4,1,7,1,3,0,0,3200,0,7,
4,1,1,2,88,1,0,9999999,0,7,
4,1,1,4,88,0,1,3000,3,7,
4,1,1,1,88,0,0,360,0,7,
4,1,1,4,88,0,1,0,3,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,5,88,0,1,0,3,7,
4,1,1,4,88,0,0,9999999,0,7,
4,1,1,4,88,2,0,0,0,7,
4,1,1,7,88,0,0,0,1,7,
4,1,1,8,88,0,1,0,2,7,
4,1,1,4,88,0,2,360,3,7,
4,1,1,2,88,0,0,0,0,7,
4,1,1,8,88,1,0,9999999,0,7,
4,1,1,4,88,3,0,0,2,7,
4,4,1,8,88,2,2,0,1,7,
4,1,1,7,3,0,0,9999999,0,7,
4,4,1,7,88,1,1,0,0,7,
4,1,1,6,4,1,0,9999999,0,7,
4,1,4,4,3,1,0,9999999,0,7,
4,1,1,5,88,0,0,3929,0,7,
4,1,1,5,88,0,0,6000,1,7,
4,1,1,5,88,0,1,0,2,7,
4,1,1,2,88,0,1,0,1,7,
4,1,1,4,88,0,1,2000,5,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,5,88,0,0,1500,4,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,4,88,0,0,0,2,7,
4,1,9,2,88,0,0,3600,1,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,5,88,0,0,12200,0,7,
4,1,9,3,2,0,0,2000,0,7,
4,1,9,3,88,0,0,3000,0,7,
4,1,9,3,88,0,0,0,0,7,
4,1,1,6,88,0,0,3313,3,7,
4,4,1,6,88,1,1,77319,1,7,
4,1,1,4,88,0,0,3929,1,7,
4,1,1,3,88,0,2,4246,0,7,
4,1,1,2,88,0,0,4000,0,7,
4,1,1,4,88,0,0,2800,0,7,
4,1,1,6,88,0,1,0,8,7,
4,1,1,8,88,0,1,3500,1,7,
4,1,1,8,88,0,2,1900,5,7,
4,1,1,8,88,0,1,0,3,7,
4,1,1,7,88,0,0,0,2,7,
4,1,1,5,88,0,0,0,0,7,
4,1,1,6,88,0,1,0,2,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,5,88,0,0,4000,1,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,7,88,0,0,2744,0,7,
4,1,8,4,88,0,1,0,5,7,
4,1,1,6,88,0,0,1500,1,7,
4,1,1,5,88,0,0,1249,1,7,
4,1,1,6,88,0,1,5005,6,7,
4,1,9,4,88,0,0,3500,1,7,
4,1,9,3,88,0,0,9475,1,7,
4,1,1,7,88,2,0,0,0,7,
4,1,1,3,88,0,0,3800,2,7,
4,2,9,1,88,0,0,0,0,7,
4,1,1,4,88,0,0,27000,0,7,
4,1,1,3,88,0,1,3500,2,7,
4,1,8,3,88,0,0,0,2,7,
4,1,1,4,88,0,1,0,3,7,
4,1,1,5,88,0,0,0,0,7,
4,1,1,4,88,0,0,7000,1,7,
4,1,1,4,2,0,0,9200,3,7,
4,1,1,4,88,0,1,3500,7,7,
4,1,1,7,88,0,0,10000,0,7,
4,1,9,4,88,0,0,0,3,7,
4,1,9,1,88,0,0,0,1,7,
4,1,1,7,88,0,0,10000,0,7,
4,1,1,4,3,0,0,18000,0,7,
4,1,1,8,88,0,0,0,0,7,
4,1,1,4,88,0,1,113,4,7,
4,1,1,4,3,0,0,8500,1,7,
4,1,7,1,2,2,0,15000,0,7,
4,1,1,2,88,0,0,736,1,7,
4,1,1,5,88,0,1,0,1,7,
4,1,9,1,88,0,0,4000,1,7,
4,1,1,1,1,0,0,1000,1,7,
4,1,1,5,88,1,1,0,1,7,
4,1,1,6,88,0,1,0,1,7,
4,1,1,7,88,0,2,0,2,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,2,88,0,1,0,1,7,
4,1,1,1,1,0,0,1500,0,7,
4,1,1,2,1,0,0,900,3,7,
4,1,1,4,88,0,1,0,5,7,
4,1,9,1,88,0,0,6000,0,7,
4,1,1,4,88,0,1,0,6,7,
4,1,1,5,88,1,0,3000,1,7,
4,1,1,3,88,0,0,0,3,7,
4,1,8,3,88,0,1,0,5,7,
4,1,1,5,88,0,2,2008,3,7,
4,1,8,1,88,0,0,360,0,7,
4,1,1,5,88,0,1,0,1,7,
4,1,1,5,88,0,1,12500,1,7,
4,1,1,2,2,0,0,113,0,7,
4,1,8,2,2,0,0,3800,1,7,
4,1,8,1,88,0,0,0,2,7,
4,1,9,2,88,0,0,4000,3,7,
4,1,9,1,88,0,1,0,0,7,
4,1,9,4,88,0,0,2040,2,7,
4,1,9,1,88,0,0,0,3,7,
4,1,1,5,88,0,0,0,2,7,
4,1,9,3,88,0,0,0,3,7,
4,1,1,6,88,1,0,0,3,7,
4,1,9,2,88,0,0,2008,3,7,
4,1,9,4,88,0,0,5800,1,7,
4,1,9,4,88,0,0,1200,3,7,
4,1,9,2,88,0,0,0,3,7,
4,1,9,2,88,0,0,0,1,7,
4,1,9,4,88,1,0,1200,1,7,
4,1,9,4,88,0,1,0,1,7,
4,1,9,2,88,0,0,0,3,7,
4,1,9,6,88,0,0,0,4,7,
4,1,9,4,88,0,0,800,5,7,
4,1,9,4,88,0,0,4000,3,7,
4,4,1,5,88,1,1,0,0,7,
4,1,1,2,88,0,0,3500,0,7,
4,1,7,1,1,0,0,2800,0,7,
4,1,1,2,2,0,0,3000,2,7,
4,1,1,7,88,0,1,1249,4,7,
4,1,1,5,88,4,0,34935,0,7,
4,1,1,11,88,2,0,21583,0,7,
4,1,9,6,88,0,0,736,0,7,
4,1,8,2,1,0,0,1249,3,7,
4,1,1,3,88,0,0,736,0,7,
4,1,7,1,2,0,0,736,0,7,
4,1,1,6,88,0,0,0,0,7,
4,1,7,1,88,1,0,6200,1,7,
4,1,8,2,88,0,0,2500,1,7,
4,1,1,8,88,0,1,6000,1,7,
4,1,1,2,88,0,0,0,2,7,
4,1,1,6,88,0,2,0,2,7,
4,1,9,2,1,0,0,800,3,7,
4,1,8,1,1,0,0,0,0,7,
4,1,1,4,88,0,0,28600,1,7,
4,1,1,3,88,0,1,1249,2,7,
4,1,1,4,88,0,1,6958,1,7,
4,1,1,5,88,2,0,5257,2,7,
4,1,1,7,88,0,2,0,3,7,
4,1,1,6,88,0,0,5757,1,7,
4,1,1,2,88,0,1,5257,4,7,
4,1,7,2,88,0,0,0,2,7,
4,1,8,2,2,0,0,5257,0,7,
4,1,1,9,88,3,1,6749,4,7,
4,1,7,2,88,0,0,4000,3,7,
4,1,8,2,2,0,0,1249,2,7,
4,1,9,4,1,0,0,0,1,7,
4,1,7,2,88,0,0,0,3,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,7,88,4,1,24083,4,7,
4,1,8,2,88,0,1,0,2,7,
4,1,1,5,88,0,0,0,2,7,
4,1,7,2,3,0,0,0,3,7,
4,1,7,2,3,0,0,0,5,7,
4,1,1,7,4,4,0,4000,0,7,
4,1,1,8,88,2,2,0,0,7,
4,4,1,8,4,0,0,16500,0,7,
4,1,1,2,88,0,0,5000,0,7,
4,1,1,8,88,0,0,3600,0,7,
4,1,10,6,88,0,0,2400,0,7,
4,1,1,2,88,0,0,3500,1,7,
4,1,1,4,88,0,0,0,4,7,
4,1,9,2,88,0,2,0,4,7,
4,1,9,4,88,0,0,0,1,7,
4,1,8,1,1,0,0,0,2,7,
4,1,1,6,88,0,0,2300,1,7,
4,1,9,2,88,0,0,2236,3,7,
4,1,1,5,88,0,1,0,4,7,
4,1,1,3,88,0,0,0,2,7,
4,1,8,3,88,0,0,4729,4,7,
4,1,9,4,88,0,0,1700,1,7,
4,1,9,2,88,0,0,880,5,7,
4,1,9,2,88,0,0,3600,2,7,
4,1,1,4,88,0,1,800,4,7,
4,1,8,3,88,0,0,0,1,7,
4,1,1,4,88,0,0,4900,2,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,5,88,0,1,0,4,7,
4,1,1,4,88,0,0,1650,0,7,
4,1,1,5,88,0,0,3600,1,7,
4,1,7,3,88,0,0,2400,2,7,
4,1,1,4,88,0,1,3500,3,7,
4,1,1,3,88,0,0,0,5,7,
4,1,1,4,88,0,0,2500,2,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,6,88,0,0,6958,0,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,5,88,0,1,0,6,7,
4,1,1,7,88,0,0,9475,1,7,
4,1,1,4,88,0,0,6958,0,7,
4,1,1,10,88,0,1,6926,6,7,
4,1,1,4,88,1,0,0,0,7,
4,1,1,10,88,0,0,0,1,7,
4,1,1,6,88,0,1,0,3,7,
4,1,1,4,88,0,0,4000,0,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,4,88,0,1,0,4,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,4,88,0,1,4000,4,7,
4,1,1,4,88,0,1,0,4,7,
4,1,1,6,88,0,1,5250,4,7,
4,2,1,4,88,0,0,2997,0,7,
4,1,1,10,88,0,1,1249,5,7,
4,1,1,6,88,0,0,2400,1,7,
4,1,1,6,88,0,0,0,2,7,
4,1,1,7,88,4,0,77714,0,7,
4,1,1,4,88,0,1,0,2,7,
4,1,1,6,88,0,0,0,2,7,
4,1,1,9,88,4,0,51245,0,7,
4,1,1,4,88,0,0,0,4,7,
4,1,1,4,88,0,1,2500,5,7,
4,1,1,8,88,0,0,2000,7,7,
4,1,1,7,88,0,1,0,3,7,
4,1,9,3,88,0,0,4000,2,7,
4,1,1,3,88,0,0,0,4,7,
4,1,1,11,88,2,1,250000,2,7,
4,1,1,8,88,0,0,0,3,7,
4,1,1,4,88,0,1,1000,3,7,
4,1,1,11,88,2,0,15000,0,7,
4,1,1,6,88,0,0,0,3,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,5,88,4,1,0,0,7,
4,1,1,3,88,1,0,4800,1,7,
4,1,1,5,88,0,1,0,5,7,
4,1,1,8,88,0,1,1000,0,7,
4,1,1,11,88,0,0,7000,1,7,
4,1,1,3,88,0,1,0,3,7,
4,1,1,7,88,0,0,7300,0,7,
4,1,1,8,88,0,1,0,2,7,
4,1,1,6,88,0,2,0,2,7,
4,1,1,6,88,0,0,0,2,7,
4,1,1,9,88,2,0,15000,0,7,
4,1,1,5,88,0,0,0,3,7,
4,1,7,3,88,0,1,0,1,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,7,88,0,0,6958,2,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,4,88,0,0,9475,0,7,
4,1,7,3,88,1,0,26000,0,7,
4,1,1,4,88,0,1,0,8,7,
4,1,1,3,88,0,1,0,1,7,
4,1,1,7,88,0,0,1500,3,7,
4,1,1,3,88,0,0,800,3,7,
4,1,1,4,88,0,0,5000,3,7,
4,1,1,6,88,0,0,9000,3,7,
4,1,1,3,88,0,0,0,0,7,
4,1,1,7,88,0,1,3500,4,7,
4,1,1,6,88,0,2,0,2,7,
4,1,2,4,88,0,0,0,2,7,
4,1,1,5,88,0,1,0,6,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,8,88,0,0,0,1,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,5,88,0,0,3929,7,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,7,88,0,2,58154,2,7,
4,1,1,4,88,0,0,736,1,7,
4,1,1,4,88,0,0,6958,2,7,
4,1,1,4,88,0,1,0,0,7,
4,1,1,6,88,0,1,0,2,7,
4,1,1,1,2,1,0,13352,0,7,
4,1,7,1,2,0,0,0,0,7,
4,1,1,8,88,2,1,3000,0,7,
4,1,1,8,88,0,1,0,2,7,
4,1,1,8,88,0,1,0,0,7,
4,1,1,10,88,0,0,6360,1,7,
4,1,1,6,88,0,0,3000,1,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,5,88,0,0,8800,2,7,
4,1,1,5,88,0,0,18000,0,7,
4,1,1,6,88,0,2,0,2,7,
4,1,1,3,88,1,0,2000,5,7,
4,1,1,2,88,0,0,1600,0,7,
4,1,9,3,88,0,0,0,2,7,
4,1,1,5,88,0,0,0,2,7,
4,1,9,2,88,1,1,12000,1,7,
4,1,2,4,88,0,1,2000,6,7,
4,1,1,4,88,0,0,4800,2,7,
4,1,1,4,88,0,0,0,3,7,
4,1,9,2,88,0,0,8300,0,7,
4,1,9,2,88,0,0,8300,0,7,
4,1,1,4,88,0,0,7000,1,7,
4,1,1,5,88,0,0,7500,0,7,
4,1,1,4,88,0,1,16000,1,7,
4,1,1,5,88,0,1,0,1,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,5,88,0,0,5000,0,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,6,88,0,1,0,3,7,
4,1,1,5,88,0,1,0,5,7,
4,1,1,7,88,0,1,0,2,7,
4,1,1,5,88,0,0,6000,1,7,
4,1,1,3,2,0,0,0,2,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,7,88,0,0,0,2,7,
4,1,1,2,88,0,1,0,1,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,4,88,0,0,7500,0,7,
4,1,1,6,88,0,0,0,4,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,5,88,0,0,473,1,7,
4,1,9,1,88,0,0,113,0,7,
4,1,1,5,88,0,0,4000,4,7,
4,1,1,6,88,0,1,6958,1,7,
4,1,1,6,88,0,2,4500,3,7,
4,1,1,5,88,0,0,0,3,7,
4,1,1,5,88,0,0,0,2,7,
4,1,8,2,88,0,0,0,1,7,
4,1,1,4,88,0,0,2008,3,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,4,88,0,0,3800,2,7,
4,1,1,8,88,0,1,16433,3,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,4,88,0,0,0,5,7,
4,1,1,4,88,0,0,6000,5,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,4,88,0,0,2000,3,7,
4,1,1,4,88,0,1,0,1,7,
4,1,8,2,88,0,0,0,3,7,
4,1,1,4,88,0,0,0,5,7,
4,1,1,6,88,3,0,20000,0,7,
4,1,1,4,88,0,0,0,6,7,
4,1,1,9,88,0,2,0,2,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,7,88,3,0,8000,0,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,6,88,0,1,0,3,7,
4,1,1,4,88,0,0,1600,0,7,
4,1,1,7,88,0,2,0,2,7,
4,1,10,1,88,0,0,0,1,7,
4,1,10,1,88,0,0,0,2,7,
4,1,1,4,88,0,0,1600,3,7,
4,1,1,9,88,0,0,1200,2,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,5,88,0,0,2000,3,7,
4,1,1,9,88,2,0,120000,0,7,
4,1,1,4,88,0,0,0,4,7,
4,1,1,7,88,0,1,11000,8,7,
4,1,1,4,88,0,0,0,0,7,
4,1,10,1,88,1,0,0,3,7,
4,1,1,7,88,0,0,0,3,7,
4,1,1,1,88,0,0,113,0,7,
4,1,1,6,88,0,1,0,2,7,
4,1,1,7,88,1,0,43166,1,7,
4,1,1,4,88,1,1,21000,1,7,
4,1,1,8,88,1,0,45000,0,7,
4,1,1,4,88,0,1,0,0,7,
4,1,7,1,2,0,0,0,2,7,
4,1,1,4,88,0,1,0,3,7,
4,1,1,6,88,0,1,100,2,7,
4,1,7,3,88,0,0,0,1,7,
4,1,1,4,88,0,0,800,0,7,
4,1,1,4,88,0,0,800,2,7,
4,1,7,6,88,0,1,0,1,7,
4,1,1,4,88,0,0,6000,4,7,
4,1,7,2,1,0,0,5000,0,7,
4,1,1,4,2,0,0,2008,0,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,4,88,0,1,3929,4,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,4,88,0,1,9475,1,7,
4,1,1,4,88,0,0,0,1,7,
4,1,9,2,88,0,1,0,2,7,
4,1,1,3,3,0,0,0,0,7,
4,1,1,4,88,3,0,21583,0,7,
4,1,2,6,88,0,1,9923,3,7,
4,1,2,4,88,0,1,8934,6,7,
4,1,2,5,88,0,1,0,1,7,
4,1,1,7,88,0,2,8966,5,7,
4,1,1,8,88,0,0,9475,2,7,
4,1,1,5,88,0,1,0,6,7,
4,1,9,2,88,0,0,0,2,7,
4,1,9,5,88,0,0,13916,2,7,
4,1,9,5,88,0,2,0,4,7,
4,1,9,4,88,0,1,0,1,7,
4,1,9,2,88,0,0,0,1,7,
4,1,1,2,88,0,0,9475,0,7,
4,1,1,4,88,0,2,0,3,7,
4,1,1,5,88,0,1,1249,1,7,
4,1,1,4,3,0,0,9475,2,7,
4,1,1,4,88,0,0,5994,1,7,
4,1,1,4,2,0,0,2997,2,7,
4,1,1,4,88,0,1,5937,1,7,
4,1,1,8,88,0,0,7497,0,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,4,88,0,0,8966,3,7,
4,1,1,6,88,0,2,6000,3,7,
4,1,1,3,1,0,0,2008,6,7,
4,1,1,4,88,0,0,2997,0,7,
4,1,1,6,88,0,1,0,3,7,
4,1,1,5,88,0,0,6958,1,7,
4,1,11,1,88,0,0,0,1,7,
4,4,1,4,4,0,0,34935,0,7,
4,1,9,5,88,0,0,0,4,7,
4,1,1,8,5,1,0,5257,0,7,
4,3,1,5,2,0,0,10514,0,7,
4,1,1,11,88,0,0,44287,0,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,2,2,2,0,3200,0,7,
4,1,1,4,88,0,2,0,3,7,
4,1,1,6,88,0,0,0,1,7,
4,1,8,2,88,0,2,0,2,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,4,88,0,1,1200,3,7,
4,1,8,1,88,0,0,1000,2,7,
4,1,1,2,88,0,0,0,2,7,
4,1,8,2,88,0,1,1249,4,7,
4,1,1,4,88,0,0,0,0,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,6,88,0,1,0,2,7,
4,1,1,6,88,2,2,0,2,7,
4,1,1,4,88,0,0,0,2,7,
4,1,1,4,88,0,0,0,1,7,
4,1,1,4,88,0,0,0,4,7,
4,3,1,2,3,0,0,37000,0,7,
4,4,1,9,3,0,0,6500,0,7,
4,1,1,11,7,3,1,10000,1,7,
4,1,1,7,9,5,0,27000,0,7,
4,1,1,9,6,4,0,150000,0,7,
4,4,1,9,88,2,2,15000,0,7,
4,4,1,8,88,2,2,30000,0,7,
4,4,1,8,88,2,2,0,0,7,
4,4,1,8,88,1,0,7000,0,7,
4,1,1,10,88,1,2,0,1,7,
4,1,1,3,88,0,1,0,3,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,6,88,0,1,0,1,7,
4,1,1,5,88,3,0,18000,1,7,
4,1,1,9,88,3,0,16000,0,7,
4,1,1,9,88,3,1,0,2,7,
4,1,1,6,88,0,1,1000,1,7,
4,1,1,6,88,0,0,0,0,7,
4,1,1,5,88,0,0,0,1,7,
4,1,1,6,88,0,2,0,2,7,
4,1,1,6,88,3,0,12000,0,7,
4,1,1,3,88,0,0,0,1,7,
4,1,1,4,2,2,0,31000,0,7,
4,1,7,2,88,0,0,1200,1,7,
4,1,1,4,88,0,1,0,1,7,
4,1,1,6,88,1,1,0,0,7,
4,2,1,8,88,0,0,2000,1,7,
4,2,1,3,88,0,0,7200,3,7,
4,2,1,8,4,5,0,9475,1,7,
4,2,1,6,88,0,0,0,2,7,
4,2,1,8,3,0,0,0,0,7,
4,2,1,5,88,2,1,0,1,7,
4,2,1,4,88,0,0,1040,2,7,
4,2,1,6,88,0,1,0,1,7,
4,2,1,5,88,4,0,16000,2,7,
4,2,1,5,88,1,1,0,1,7,
4,2,1,7,88,0,1,0,3,7,
4,1,1,5,88,0,0,0,0,7,
4,2,1,5,3,0,0,21500,0,7,
4,2,1,4,88,0,0,2500,0,7,
4,2,1,6,88,2,1,0,0,7,
4,4,1,9,5,0,0,10000,0,7,
4,1,1,8,88,2,1,53500,0,7,
4,4,1,5,4,0,1,15000,0,7,
4,4,1,11,88,2,0,9999999,0,7,
4,4,1,5,9,3,0,121583,0,7,
4,1,1,4,88,0,1,4000,3,7,
4,1,1,6,88,0,0,10000,1,7,
4,1,1,5,88,0,0,0,2,7,
4,1,1,4,88,0,0,0,3,7,
4,1,1,6,88,0,2,1700,3,7,
4,1,1,6,88,0,0,0,3,7,
4,1,1,4,88,0,1,0,1,7,
4,1,7,2,2,0,0,0,0,7,
4,4,1,9,88,0,0,0,0,7,
4,1,1,4,88,0,1,1000,1,7,
4,1,1,6,1,0,0,9999999,0,7,
4,1,1,7,88,0,0,5000,0,7,
4,1,1,4,88,0,0,800,5,7,
4,1,1,4,88,0,1,0,7,7,
4,1,1,4,88,0,1,2500,4,7,
4,1,1,5,88,0,1,0,1,7,
4,1,1,6,88,1,1,0,1,7,
