prov,head_popgrp,hsg_maind,hsg_rm_tot,hsg_rent,onemed_hh,ad60plusyr_hh,lab_salary_hh,soc_grant_hh,metro_code,
7,1,1,4,88,1,1,360,6,13,
7,1,1,4,88,0,0,736,0,13,
7,1,7,1,2,0,0,4000,0,13,
7,2,1,7,88,0,0,0,2,13,
7,2,1,5,88,0,0,0,2,13,
7,2,1,6,88,0,2,0,6,13,
7,2,1,6,88,0,0,9475,0,13,
7,2,1,6,88,0,0,360,3,13,
7,2,1,5,88,0,0,22827,0,13,
7,1,8,1,1,0,0,736,4,13,
7,1,7,1,3,0,0,14000,1,13,
7,1,1,4,88,0,0,5257,4,13,
7,1,1,6,88,0,1,0,1,13,
7,1,8,1,1,0,0,0,1,13,
7,1,7,1,2,0,0,9475,0,13,
7,1,8,1,1,0,0,6958,0,13,
7,1,8,1,1,0,0,2008,1,13,
7,1,8,1,1,0,0,0,0,13,
7,1,8,1,1,1,0,21583,0,13,
7,1,9,2,88,0,0,0,3,13,
7,1,9,4,88,0,0,0,4,13,
7,1,9,4,88,0,0,13352,0,13,
7,1,9,4,88,1,0,12215,2,13,
7,1,9,3,88,1,0,6958,0,13,
7,1,1,6,88,0,0,0,3,13,
7,1,1,5,88,0,0,0,8,13,
7,1,1,6,88,0,1,0,1,13,
7,1,1,10,4,3,0,31058,0,13,
7,1,7,2,3,0,0,7000,0,13,
7,1,1,6,88,0,1,6958,5,13,
7,1,1,7,88,0,0,0,3,13,
7,1,1,5,88,0,0,0,2,13,
7,1,1,5,88,0,0,0,2,13,
7,1,1,7,88,0,0,0,0,13,
7,1,1,2,88,0,0,4000,1,13,
7,1,1,4,88,0,0,4000,1,13,
7,1,1,2,2,0,0,0,0,13,
7,1,7,2,88,0,0,0,1,13,
7,1,1,7,5,2,0,43166,0,13,
7,1,1,5,5,1,0,20000,0,13,
7,1,1,6,5,1,0,23929,0,13,
7,1,1,2,5,0,0,13352,1,13,
7,1,1,5,4,3,0,33583,0,13,
7,1,1,5,6,2,0,21583,2,13,
7,1,1,5,5,0,0,30000,2,13,
7,1,1,5,88,0,1,2997,9,13,
7,1,1,4,3,0,0,20310,0,13,
7,1,1,4,88,0,0,5200,1,13,
7,1,1,4,88,0,0,400,2,13,
7,1,1,4,88,0,0,736,4,13,
7,2,1,3,88,0,0,0,4,13,
7,1,1,3,88,1,0,0,2,13,
7,1,1,4,88,0,0,23400,1,13,
7,1,7,1,2,0,0,6958,0,13,
7,1,8,1,1,0,0,0,2,13,
7,1,7,1,2,0,0,9200,0,13,
7,1,8,1,1,0,0,12800,0,13,
7,1,1,5,88,0,0,0,1,13,
7,1,8,1,2,0,0,1200,0,13,
7,1,8,1,2,0,0,1200,0,13,
7,1,8,1,1,0,0,4500,0,13,
7,1,1,6,88,0,1,0,3,13,
7,1,1,4,88,0,0,0,2,13,
7,1,1,2,2,0,0,0,0,13,
7,1,1,6,88,0,1,0,2,13,
7,1,1,8,88,0,2,2008,4,13,
7,1,1,4,88,0,0,2800,2,13,
7,1,7,6,3,0,0,5000,0,13,
7,1,1,6,4,0,0,35000,0,13,
7,1,1,7,88,1,1,4500,6,13,
7,1,1,4,3,0,0,14000,0,13,
7,1,1,6,88,0,1,360,3,13,
7,1,1,6,5,0,0,2400,1,13,
7,1,1,6,88,0,0,0,2,13,
7,1,1,5,88,0,0,33427,1,13,
7,1,1,7,88,0,0,14443,3,13,
7,1,1,3,88,0,1,6958,0,13,
7,1,1,5,88,0,0,1000,0,13,
7,1,9,3,88,0,0,3929,4,13,
7,1,9,4,88,0,0,11458,1,13,
7,1,1,5,88,0,0,9475,4,13,
7,1,1,5,88,0,0,5005,4,13,
7,1,1,9,88,0,0,5929,1,13,
7,1,8,3,88,0,0,3200,0,13,
7,1,1,6,88,0,1,0,0,13,
7,1,1,5,88,0,1,0,5,13,
7,1,9,2,88,0,0,0,0,13,
7,1,1,8,88,1,0,13352,0,13,
7,1,1,4,88,0,1,3197,2,13,
7,1,1,6,88,0,0,5257,3,13,
7,1,7,2,88,0,0,3929,0,13,
7,1,1,7,88,0,0,6958,1,13,
7,1,1,2,88,0,0,9000,0,13,
7,1,1,6,88,1,0,21583,0,13,
7,1,1,5,88,1,0,15000,0,13,
7,1,1,2,88,0,0,4000,1,13,
7,1,1,5,88,0,0,6257,2,13,
7,1,1,6,88,0,0,41000,2,13,
7,3,7,4,88,0,0,11000,0,13,
7,1,9,5,88,0,1,0,4,13,
7,1,9,2,88,0,0,4000,0,13,
7,1,9,6,88,0,0,30000,4,13,
7,1,1,4,88,1,1,9800,0,13,
7,2,9,4,88,1,1,0,1,13,
7,1,9,4,88,0,0,2008,0,13,
7,1,1,5,88,0,1,0,6,13,
7,1,1,7,88,0,0,8966,5,13,
7,1,1,8,88,0,0,9186,2,13,
7,1,1,3,88,0,0,4200,1,13,
7,1,1,8,88,0,1,0,5,13,
7,1,1,6,88,0,0,700,4,13,
7,1,1,3,88,0,0,6057,1,13,
7,1,1,6,88,0,0,2000,1,13,
7,1,1,10,6,0,0,12929,0,13,
7,1,1,5,88,0,2,0,2,13,
7,1,1,6,88,0,1,0,1,13,
7,1,1,7,88,1,0,41704,0,13,
7,1,7,2,2,0,0,6958,0,13,
7,1,1,6,88,0,1,16404,2,13,
7,1,1,6,88,0,0,9186,1,13,
7,1,1,3,3,0,0,13404,0,13,
7,1,1,3,88,0,0,100,2,13,
7,1,1,3,88,0,0,12215,0,13,
7,1,7,2,2,0,0,0,0,13,
7,1,1,5,88,3,0,43166,0,13,
7,1,1,7,88,0,0,7265,6,13,
7,1,1,4,88,0,0,0,1,13,
7,1,1,7,88,0,2,5257,2,13,
7,1,1,4,88,0,0,0,3,13,
7,1,1,5,88,0,0,4500,0,13,
7,1,1,7,88,3,1,21583,3,13,
7,1,7,1,88,2,0,13352,2,13,
7,1,7,1,6,0,0,1200,0,13,
7,1,1,8,88,0,1,3500,1,13,
7,1,8,1,1,0,1,0,1,13,
7,1,1,4,88,1,0,3929,2,13,
7,1,7,1,88,0,1,0,1,13,
7,1,7,1,88,0,0,12800,2,13,
7,1,1,7,88,0,1,200,1,13,
7,1,7,1,2,0,0,2400,0,13,
7,1,1,7,88,0,1,0,1,13,
7,1,1,6,88,0,0,3749,2,13,
7,1,1,4,88,1,1,9475,0,13,
7,1,1,4,88,0,0,6958,3,13,
7,1,7,1,5,0,0,1500,0,13,
7,1,1,5,88,0,1,0,1,13,
7,1,7,1,2,0,0,0,1,13,
7,1,1,9,88,0,0,0,1,13,
7,1,1,5,88,0,1,0,1,13,
7,1,1,6,88,0,0,6000,3,13,
7,1,8,1,1,0,0,2000,0,13,
7,1,1,4,88,0,0,6000,3,13,
7,1,7,1,2,0,0,5000,0,13,
7,1,7,1,2,0,0,10257,0,13,
7,1,1,5,88,0,0,0,6,13,
7,1,8,1,88,0,0,0,1,13,
7,1,7,1,2,0,0,11000,0,13,
7,1,7,1,88,0,0,800,0,13,
7,1,1,4,88,0,0,13352,0,13,
7,1,8,2,1,0,0,800,0,13,
7,1,1,5,88,0,1,4000,2,13,
7,1,7,2,2,0,2,2008,0,13,
7,1,7,2,2,0,0,5000,0,13,
7,1,7,2,2,0,0,2000,0,13,
7,2,7,1,88,0,0,0,1,13,
7,1,1,2,2,0,0,21583,0,13,
7,1,1,4,3,0,0,9186,0,13,
7,1,1,7,88,0,1,6958,4,13,
7,1,8,2,2,0,0,9475,0,13,
7,1,1,5,88,0,0,0,1,13,
7,1,1,6,88,0,0,18500,0,13,
7,1,7,2,88,0,0,6926,1,13,
7,1,1,3,88,0,0,0,2,13,
7,1,9,3,88,0,0,113,3,13,
7,1,1,4,88,0,0,2100,1,13,
7,1,1,8,88,0,0,10800,2,13,
7,1,1,2,88,0,0,9713,0,13,
7,1,1,4,88,0,0,7800,0,13,
7,1,9,2,88,0,0,800,2,13,
7,1,8,2,1,0,0,0,0,13,
7,1,8,2,2,0,0,800,0,13,
7,1,1,7,88,0,1,2000,1,13,
7,1,1,8,88,0,1,2500,2,13,
7,1,1,4,88,0,0,4500,0,13,
7,1,1,5,88,0,0,0,1,13,
7,1,1,7,88,0,1,0,2,13,
7,1,12,1,88,0,0,12800,0,13,
7,1,12,9,88,0,0,62000,0,13,
7,1,12,2,88,0,0,7200,0,13,
7,1,12,3,88,0,0,6958,0,13,
7,1,1,6,88,0,0,5805,1,13,
7,1,1,5,88,0,1,0,4,13,
7,1,1,5,88,0,1,2008,1,13,
7,1,1,8,88,1,0,29133,4,13,
7,1,1,5,88,0,0,0,1,13,
7,1,1,5,88,0,1,10008,1,13,
7,1,1,5,88,4,0,33352,0,13,
7,1,8,1,1,0,0,3929,0,13,
7,1,1,6,3,0,0,5257,1,13,
7,1,7,2,2,0,0,4800,2,13,
7,1,1,5,88,0,1,4042,2,13,
7,1,7,3,88,0,1,0,1,13,
7,1,1,4,88,0,0,0,2,13,
7,1,1,4,3,1,0,7200,2,13,
7,1,1,2,3,0,0,7758,0,13,
7,1,1,2,2,0,0,3929,0,13,
7,1,1,2,2,0,0,400,0,13,
7,1,1,4,88,0,1,5257,3,13,
7,1,8,1,1,0,0,3000,3,13,
7,1,7,1,2,0,0,5929,0,13,
7,1,1,3,88,0,0,0,1,13,
7,1,1,4,88,0,1,6958,3,13,
7,1,1,5,88,0,1,1400,1,13,
7,1,1,5,88,0,1,4697,2,13,
7,1,7,1,88,0,0,1500,0,13,
7,1,7,1,5,0,0,0,0,13,
7,1,1,5,88,0,0,8254,1,13,
7,1,7,1,2,0,0,3200,0,13,
7,1,7,1,3,0,0,0,0,13,
7,1,1,4,88,1,0,5257,4,13,
7,1,1,5,88,0,0,5257,0,13,
7,1,1,5,88,0,0,1800,0,13,
7,1,7,1,5,0,0,0,0,13,
7,1,1,4,88,0,0,2997,1,13,
7,1,1,5,88,0,1,3929,2,13,
7,1,1,8,88,0,0,19500,1,13,
7,1,1,5,4,5,0,16433,0,13,
7,1,7,1,2,0,0,8254,0,13,
7,1,7,1,2,0,0,3200,0,13,
7,1,7,1,2,0,0,6400,0,13,
7,1,1,4,88,0,0,2008,3,13,
7,1,7,1,2,0,0,1200,0,13,
7,1,1,10,88,0,1,0,1,13,
7,1,1,4,88,0,0,0,4,13,
7,2,7,1,2,0,0,0,1,13,
7,1,8,1,1,0,0,1700,0,13,
7,1,1,2,88,0,1,0,1,13,
7,1,7,2,3,0,0,2100,0,13,
7,1,1,4,88,0,1,1800,1,13,
7,1,1,7,88,0,0,0,4,13,
7,1,1,7,88,5,2,9475,2,13,
7,1,1,4,88,0,0,5257,1,13,
7,1,1,4,88,0,0,3000,3,13,
7,1,1,9,88,4,0,43166,0,13,
7,1,7,1,2,0,0,3000,0,13,
7,1,1,8,88,1,1,23000,0,13,
7,1,1,4,4,3,0,8000,0,13,
7,1,1,4,4,2,0,16000,0,13,
7,1,1,3,1,0,1,0,2,13,
7,1,1,7,88,3,1,35800,2,13,
7,1,1,6,88,0,0,19257,0,13,
7,1,1,5,4,1,0,24000,0,13,
7,1,1,6,88,1,0,16352,0,13,
7,1,1,5,88,0,1,0,1,13,
7,1,7,1,2,0,0,3900,1,13,
7,1,1,2,2,0,0,0,1,13,
7,2,1,9,88,0,1,40385,0,13,
7,2,1,8,88,0,2,0,2,13,
7,2,1,5,88,0,0,0,0,13,
7,1,1,8,88,2,1,21583,1,13,
7,2,1,7,88,0,0,9475,2,13,
7,1,1,3,88,0,0,2680,0,13,
7,1,1,5,88,0,1,0,2,13,
7,1,1,6,88,0,0,0,0,13,
7,1,1,1,1,0,0,5700,0,13,
7,1,1,4,88,0,1,0,1,13,
7,1,7,2,2,0,0,18152,0,13,
7,1,7,2,2,0,0,14000,0,13,
7,1,1,7,88,0,1,6000,4,13,
7,1,1,5,88,0,0,6500,2,13,
7,1,7,2,2,0,0,9600,2,13,
7,1,1,10,88,0,1,6057,2,13,
7,1,1,9,88,0,1,14516,1,13,
7,1,1,7,88,0,1,2000,2,13,
7,1,1,6,88,1,0,24000,3,13,
7,1,1,5,88,0,0,7000,5,13,
7,1,7,1,2,0,0,4000,0,13,
7,1,7,2,2,0,0,63000,1,13,
7,1,1,7,88,0,1,0,3,13,
7,1,1,7,88,0,1,6500,5,13,
7,1,1,10,88,0,1,10000,1,13,
7,1,1,6,88,0,0,7500,2,13,
7,1,1,5,88,0,0,0,2,13,
7,1,1,6,88,0,0,0,6,13,
7,1,7,1,2,0,0,1500,0,13,
7,1,9,1,88,0,0,0,0,13,
7,1,9,4,88,1,0,3000,2,13,
7,1,9,2,88,0,1,1200,1,13,
7,1,9,1,88,0,0,4000,0,13,
7,1,9,1,1,0,0,1200,1,13,
7,1,9,1,88,0,0,2360,0,13,
7,1,1,8,88,0,0,19475,0,13,
7,1,1,9,88,0,2,5000,2,13,
7,1,1,8,4,1,0,30000,0,13,
7,1,1,6,88,0,1,6958,1,13,
7,1,1,6,88,0,2,0,4,13,
7,1,9,3,88,0,0,6000,0,13,
7,1,9,5,88,0,0,0,0,13,
7,1,1,6,88,0,0,13352,3,13,
7,1,9,4,88,0,0,3929,0,13,
7,1,9,5,88,0,0,1500,1,13,
7,1,9,5,88,0,0,800,0,13,
7,1,1,8,5,3,0,21583,0,13,
7,1,1,5,4,0,0,26840,2,13,
7,1,1,6,4,4,0,18000,0,13,
7,1,1,4,4,0,0,12215,0,13,
7,1,1,5,4,0,0,5937,4,13,
7,1,1,6,4,0,0,21583,1,13,
7,1,1,7,88,2,0,21583,0,13,
7,1,1,4,3,0,0,16433,0,13,
7,1,1,6,4,5,0,49427,0,13,
7,1,1,7,5,1,0,21583,0,13,
7,1,1,5,4,4,0,11100,0,13,
7,1,1,6,6,2,0,36583,0,13,
7,1,1,5,4,0,0,43352,1,13,
7,1,1,7,4,1,0,20000,0,13,
7,1,1,3,88,0,0,3929,0,13,
7,1,1,3,88,0,0,2500,2,13,
7,1,1,3,88,0,1,0,1,13,
7,1,1,4,88,0,1,6429,7,13,
7,1,1,5,88,0,0,6000,0,13,
7,1,1,3,88,0,0,0,4,13,
7,1,1,3,3,0,0,3000,6,13,
7,1,7,3,88,0,0,7000,0,13,
7,1,7,2,88,0,0,10000,1,13,
7,2,1,7,88,0,0,7000,2,13,
7,1,1,5,4,2,0,3000,0,13,
7,1,1,7,88,1,1,4070,1,13,
7,3,1,5,6,0,0,0,1,13,
7,1,1,5,88,0,1,0,2,13,
7,1,1,8,88,0,1,0,3,13,
7,1,1,7,88,0,0,21583,0,13,
7,1,1,8,5,0,0,30000,0,13,
7,1,1,8,4,2,0,50000,0,13,
7,1,1,6,4,2,1,21583,1,13,
7,1,1,8,5,6,0,3500,0,13,
7,1,1,8,6,0,0,55000,0,13,
7,1,1,7,4,0,0,13352,0,13,
7,1,1,5,5,4,0,33427,0,13,
7,1,1,6,5,0,0,13352,0,13,
7,1,1,9,88,0,0,0,2,13,
7,1,1,6,88,0,1,0,1,13,
7,1,1,9,88,0,0,0,3,13,
7,1,1,4,3,3,0,14700,0,13,
7,1,1,4,88,0,0,0,5,13,
7,1,1,6,3,0,0,5257,1,13,
7,1,8,2,88,0,0,2400,0,13,
7,1,1,7,88,0,1,4100,1,13,
7,1,1,8,88,0,0,8300,7,13,
7,1,7,1,5,0,0,0,2,13,
7,1,1,2,2,0,0,0,0,13,
7,1,7,1,1,0,0,2000,0,13,
7,1,7,2,2,0,0,10000,0,13,
7,1,7,1,2,0,0,8800,0,13,
7,1,10,1,2,0,0,2800,2,13,
7,4,1,6,88,0,1,6958,1,13,
7,1,1,2,3,1,0,0,3,13,
7,1,8,2,88,0,0,2997,1,13,
7,3,1,10,7,3,0,65948,0,13,
7,1,1,15,88,5,0,143887,0,13,
7,4,4,7,88,2,2,0,0,13,
7,3,1,10,88,5,2,69287,1,13,
7,4,1,8,88,2,2,0,2,13,
7,4,1,8,7,5,1,32000,0,13,
7,1,8,2,1,0,0,3000,0,13,
7,1,7,1,2,0,0,14700,3,13,
7,1,1,5,88,2,1,3000,2,13,
7,1,1,2,88,0,2,0,2,13,
7,1,8,1,1,0,0,8254,0,13,
7,1,1,8,88,2,1,15212,3,13,
7,1,7,1,2,0,0,0,2,13,
7,1,7,2,88,0,0,0,5,13,
7,1,8,1,1,0,0,3929,0,13,
7,1,8,1,1,0,0,5257,0,13,
7,1,7,2,2,0,0,2008,2,13,
7,1,12,2,1,0,0,2008,0,13,
7,1,8,1,1,0,0,2000,0,13,
7,1,8,2,2,0,0,6958,1,13,
7,1,8,1,1,0,0,0,0,13,
7,1,7,1,2,0,0,8000,0,13,
7,1,8,1,88,0,0,3929,0,13,
7,1,1,3,88,0,0,0,1,13,
7,1,7,1,2,0,0,5100,0,13,
7,1,1,5,88,0,0,2400,2,13,
7,1,1,6,88,3,0,5100,0,13,
7,1,1,6,88,0,0,0,0,13,
7,1,8,4,2,0,0,3500,0,13,
7,1,1,4,1,0,0,0,0,13,
7,1,1,6,88,0,0,3900,0,13,
7,1,1,5,88,0,0,0,3,13,
7,1,9,5,2,0,0,2500,0,13,
7,1,1,5,88,0,0,3500,0,13,
7,1,1,7,88,0,0,5500,0,13,
7,1,7,6,2,0,0,7000,1,13,
7,1,8,4,2,0,0,800,0,13,
7,1,7,4,2,0,0,4000,0,13,
7,3,1,6,9,2,0,0,0,13,
7,4,1,8,88,2,0,0,0,13,
7,4,5,8,6,4,0,0,0,13,
7,3,5,7,6,3,0,21583,0,13,
7,3,5,5,5,1,1,0,0,13,
7,3,5,7,6,4,0,22827,0,13,
7,1,9,1,1,0,0,2600,0,13,
7,1,9,1,88,0,0,18700,3,13,
7,1,9,1,88,0,0,8000,0,13,
7,1,9,4,88,0,1,2008,0,13,
7,1,9,1,88,0,1,0,1,13,
7,2,9,4,2,0,0,1600,6,13,
7,1,9,1,88,0,0,1000,4,13,
7,1,9,1,1,0,0,0,0,13,
7,1,1,6,88,0,1,6958,2,13,
7,1,1,7,88,0,1,5257,1,13,
7,1,1,3,88,0,0,2997,2,13,
7,1,1,3,88,0,1,12215,1,13,
7,1,8,2,2,0,0,1500,1,13,
7,1,7,2,2,0,0,2997,0,13,
7,1,7,1,3,0,0,7700,0,13,
7,1,1,5,88,0,2,0,7,13,
7,1,8,2,1,0,0,2997,0,13,
7,1,7,1,3,0,0,6000,0,13,
7,1,7,1,3,0,0,1000,3,13,
7,1,8,2,2,0,0,0,1,13,
7,1,1,4,88,0,0,4000,3,13,
7,1,1,3,88,0,0,0,1,13,
7,1,9,1,88,0,0,0,0,13,
7,1,9,1,2,0,0,2500,0,13,
7,1,1,2,88,0,0,0,1,13,
7,1,9,4,88,0,0,0,8,13,
7,1,9,2,88,0,0,0,2,13,
7,1,1,9,6,0,0,35475,0,13,
7,4,1,5,88,2,2,77319,0,13,
7,4,1,9,88,2,2,21583,0,13,
7,4,1,8,88,2,2,0,1,13,
7,4,7,3,2,0,0,10000,0,13,
7,1,7,2,3,1,0,6958,0,13,
7,4,3,5,4,0,0,6958,0,13,
7,4,3,4,4,5,0,44287,0,13,
7,4,1,9,88,5,0,37583,0,13,
7,1,1,9,5,4,0,89714,0,13,
7,4,1,8,88,6,2,71167,1,13,
7,1,1,8,5,4,0,90870,0,13,
7,4,1,10,5,5,0,6000,0,13,
7,4,1,9,6,2,1,26704,1,13,
7,4,5,5,88,0,1,6958,0,13,
7,4,5,5,88,1,0,33427,0,13,
7,4,5,6,5,2,0,77714,0,13,
7,4,5,7,5,3,0,21583,0,13,
7,1,1,7,6,0,0,30349,0,13,
7,1,3,3,3,0,0,6958,3,13,
7,1,3,3,3,0,0,5000,0,13,
7,1,7,2,9,0,0,3000,0,13,
7,2,7,2,3,0,0,7500,0,13,
7,1,7,2,3,0,0,7000,0,13,
7,1,7,3,3,0,0,9955,0,13,
7,1,7,2,3,0,0,6000,0,13,
7,1,7,2,3,0,0,6958,2,13,
7,1,7,2,3,0,0,7000,0,13,
7,1,3,5,5,0,0,9475,1,13,
7,1,3,4,4,1,2,5929,0,13,
7,1,3,3,4,0,0,33427,0,13,
7,1,3,6,5,1,0,65870,0,13,
7,1,7,1,2,0,0,7000,0,13,
7,1,3,5,5,3,0,20000,0,13,
7,1,3,8,9,3,0,21500,0,13,
7,1,3,5,5,0,0,21583,0,13,
7,1,7,1,2,0,0,6958,0,13,
7,1,9,7,88,0,1,2400,1,13,
7,1,9,4,1,0,0,5500,0,13,
7,1,9,3,1,0,0,1500,0,13,
7,1,9,4,1,0,0,3929,0,13,
7,1,9,5,1,0,0,1500,0,13,
7,1,9,8,88,0,0,0,0,13,
7,1,9,1,1,0,0,3600,0,13,
7,1,9,3,1,0,0,2400,0,13,
7,1,9,5,88,0,0,9000,0,13,
7,1,1,7,8,5,0,0,0,13,
7,1,9,1,88,0,0,6958,3,13,
7,1,9,1,1,0,0,736,1,13,
7,1,9,1,1,0,0,1249,0,13,
7,1,9,1,88,0,0,0,0,13,
7,1,9,1,1,0,0,2008,0,13,
7,1,9,4,88,0,0,6400,0,13,
7,1,3,5,5,0,0,30000,0,13,
7,1,3,4,4,0,0,0,0,13,
7,1,3,4,5,2,0,77319,0,13,
7,1,3,6,5,2,0,17000,0,13,
7,1,3,5,5,0,0,25583,0,13,
7,1,3,6,5,6,0,11000,0,13,
7,1,8,4,88,0,0,4000,0,13,
7,1,8,5,1,1,0,4000,0,13,
7,2,7,8,88,1,0,9475,0,13,
7,1,8,5,1,0,0,4000,0,13,
7,1,7,5,2,0,0,4000,1,13,
7,1,8,4,1,0,0,4000,0,13,
7,1,8,6,88,2,1,14000,3,13,
7,1,12,4,2,0,0,0,3,13,
7,2,8,4,1,0,1,0,0,13,
7,1,8,4,1,0,0,7500,0,13,
7,1,1,3,88,0,0,0,3,13,
7,1,8,5,2,0,0,14000,0,13,
7,1,8,4,2,0,0,3929,0,13,
7,1,9,4,88,0,0,6958,0,13,
7,1,9,3,88,0,1,0,1,13,
7,1,9,4,88,0,0,0,0,13,
7,1,9,4,88,0,0,2500,0,13,
7,1,9,5,88,0,0,2800,0,13,
7,1,7,1,2,0,0,0,0,13,
7,1,9,1,2,1,0,4000,0,13,
7,1,1,6,88,0,0,4000,2,13,
7,1,7,1,2,0,1,4000,0,13,
7,1,7,1,2,0,0,4000,1,13,
7,1,7,1,2,0,0,2500,0,13,
7,1,7,1,3,0,0,5000,0,13,
7,1,7,1,2,0,0,5000,1,13,
7,2,1,8,88,3,0,50583,0,13,
7,2,1,6,4,2,0,21583,0,13,
7,2,1,8,5,2,0,17000,0,13,
7,2,1,8,88,0,0,5257,0,13,
7,3,1,10,88,0,1,9000,0,13,
7,2,3,5,4,0,0,8000,0,13,
7,1,8,4,3,0,0,8800,0,13,
7,1,9,1,1,0,0,1200,0,13,
7,1,9,1,88,0,0,15000,0,13,
7,1,9,1,88,0,0,0,0,13,
7,1,9,1,88,0,0,0,0,13,
7,1,9,1,1,0,0,0,0,13,
7,1,9,1,1,0,0,1600,0,13,
7,1,8,1,2,0,0,4000,0,13,
7,1,1,5,88,0,0,0,1,13,
7,1,1,8,88,0,0,3000,3,13,
7,1,9,1,1,0,0,0,0,13,
7,1,1,7,88,0,1,0,6,13,
7,1,1,5,88,0,0,2997,2,13,
7,1,7,5,88,0,0,6000,5,13,
7,1,1,6,88,0,0,7757,0,13,
7,1,8,2,2,0,0,6958,1,13,
7,1,1,6,88,0,1,10000,2,13,
7,1,1,6,88,0,0,6400,0,13,
7,1,1,5,88,0,0,9999999,0,13,
7,1,1,8,88,0,0,0,7,13,
7,1,1,6,3,2,0,3500,0,13,
7,1,1,8,88,0,0,3500,2,13,
7,1,1,5,88,0,1,0,0,13,
7,1,1,7,88,0,2,0,3,13,
7,1,1,7,88,0,0,8000,0,13,
7,1,9,1,1,0,0,2000,3,13,
7,1,7,1,2,3,0,0,0,13,
7,1,8,1,1,0,0,0,0,13,
7,1,10,1,88,0,0,3500,0,13,
7,1,3,1,88,0,0,8000,0,13,
7,1,3,1,88,0,0,9200,0,13,
7,1,3,1,88,0,0,6400,1,13,
7,1,3,1,88,0,0,9000,0,13,
7,1,10,1,88,0,0,0,0,13,
7,1,10,1,88,0,0,0,0,13,
7,1,3,1,88,0,0,9000,1,13,
7,1,3,1,88,0,0,9500,0,13,
7,1,10,1,88,0,0,9000,0,13,
7,1,10,1,88,0,0,0,0,13,
7,1,10,1,88,0,0,5000,0,13,
7,1,10,1,88,0,0,1500,0,13,
7,1,10,1,88,0,1,0,1,13,
7,1,10,1,88,0,0,6500,0,13,
7,1,3,1,88,0,0,12900,1,13,
7,1,10,1,88,0,0,10800,0,13,
7,3,1,8,88,4,2,25000,0,13,
7,4,1,5,88,1,0,0,0,13,
7,3,1,9,8,6,1,157000,0,13,
7,4,1,8,9,2,1,0,0,13,
7,4,1,8,8,2,0,33000,0,13,
7,3,1,8,88,0,2,0,2,13,
7,4,1,10,88,2,1,21583,1,13,
7,4,1,4,4,1,0,10000,0,13,
7,4,1,7,5,0,0,32000,0,13,
7,4,1,9,88,2,2,2000,0,13,
7,4,5,7,6,3,0,0,0,13,
7,3,1,7,5,2,0,21583,0,13,
7,4,6,6,6,0,0,56000,0,13,
7,4,4,5,5,2,2,0,2,13,
7,1,5,6,5,0,0,36000,0,13,
7,4,5,5,5,0,0,50000,0,13,
7,1,5,5,3,0,1,0,1,13,
7,4,3,1,1,1,1,0,1,13,
7,4,3,2,1,0,2,0,2,13,
7,4,3,2,1,0,2,0,2,13,
7,4,3,4,5,1,1,21583,0,13,
7,4,3,5,4,2,0,43166,0,13,
7,4,3,5,88,3,2,8000,0,13,
7,3,3,5,5,3,0,21583,0,13,
7,3,5,7,6,3,0,43166,0,13,
7,4,1,8,88,5,0,93166,0,13,
7,4,1,5,4,0,0,14500,3,13,
7,1,1,7,7,2,1,45000,1,13,
7,4,1,5,88,1,1,0,0,13,
7,1,1,13,5,5,0,63427,0,13,
7,4,1,7,6,3,0,54000,0,13,
7,1,1,5,88,1,0,18929,0,13,
7,4,1,8,9,2,0,28000,0,13,
7,4,1,9,5,2,0,65870,0,13,
7,4,1,8,88,3,0,29583,0,13,
7,1,1,5,88,3,1,0,0,13,
7,4,1,7,88,0,0,0,0,13,
7,1,7,4,4,0,0,16000,0,13,
7,4,1,9,88,1,2,13352,2,13,
7,4,1,8,4,0,0,35000,0,13,
7,4,1,8,5,2,1,66854,0,13,
7,4,1,8,88,0,2,0,2,13,
7,1,1,9,88,2,2,0,4,13,
7,1,1,6,88,0,0,6800,0,13,
7,1,1,6,88,0,1,1200,4,13,
7,1,1,9,88,2,0,93000,0,13,
7,1,9,3,88,0,0,0,2,13,
7,1,9,3,1,0,0,4800,2,13,
7,1,9,4,88,0,0,0,3,13,
7,1,9,4,88,0,0,3700,0,13,
7,1,9,2,88,0,0,5257,0,13,
7,1,9,4,88,0,0,2200,0,13,
7,1,9,4,88,0,0,4308,0,13,
7,1,9,3,88,0,0,0,1,13,
7,1,8,2,88,0,0,5257,0,13,
7,1,9,2,88,0,0,0,1,13,
7,1,8,3,88,0,0,15000,0,13,
7,1,9,2,88,0,0,4200,0,13,
7,1,9,3,88,0,0,1200,0,13,
7,1,1,1,88,0,0,6000,0,13,
7,1,1,1,88,0,0,6000,0,13,
7,1,1,1,88,0,0,5000,0,13,
7,1,1,1,88,0,0,6000,0,13,
7,4,1,5,88,0,0,3000,1,13,
7,4,1,9,88,3,0,37000,0,13,
7,4,6,5,4,0,1,0,1,13,
7,1,3,1,88,0,0,5000,0,13,
7,1,6,1,88,0,0,3000,0,13,
7,1,12,1,88,0,0,8000,0,13,
7,1,3,2,88,0,0,2000,0,13,
7,1,12,1,88,0,0,800,0,13,
7,1,1,6,88,0,0,0,2,13,
7,1,1,5,88,0,0,2200,0,13,
7,1,1,4,88,0,1,3929,1,13,
7,1,1,5,88,0,0,3929,0,13,
7,1,1,4,88,0,0,2008,0,13,
